IgnoreStatement,IncludeSC,IncludeSCname,IncludeRate,IncludeRateName,IncludeRatePeriodNumber,IncludeSeasonName,ExcludeMap,Standby,IncludeMap,Geo,endUse,statementCharge/chargeName,typeCode,type,docNumber,dpsCaseNumber,datePublished,effectivePeriod/startDate,effectivePeriod/expectedEndDate,statementCharge/servicePeriod/startDate,statementCharge/servicePeriod/expectedEndDate,dpsCompanyId,dpsPscNumber,serviceType,iedrOrgAbbreviation,statementCharge/chargesComponent,statementCharge/chargeValue,measurementDefinition/unitOfMeasure,measurementDefinition/measurementSource,measurementInterval/mode,measurementInterval/kind,measurementInterval/per,measurementDefinition/calculationMethod,generalRuleRefs,sourceURL,dataDownloadURL
,11,Standby Service,11-3P,Primary Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kW,demand,PERIOD,MONTH,1,max,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-3S,Subtransmission Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kW,demand,PERIOD,MONTH,1,max,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-1,Time-of-Use Secondary Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kW,demand,PERIOD,MONTH,1,max,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-2,Time-of-Use Primary Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kW,demand,PERIOD,MONTH,1,max,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-3,Time-of-Use Subtransmission Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kW,demand,PERIOD,MONTH,1,max,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-4,Time-of-Use Transmission Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Energy Storage Deployment Cost Recovery,ESS,Energy Storage Surcharge,1,18-E-0130,12/29/21,1/1/22,,1/1/22,,3569018,120,Electric,NYE,delivery,0,kW,demand,PERIOD,MONTH,1,max,General Information Rule 44,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2814801,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5F%2AK%27%22LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,1,Residential Service,,,,,,,SC1,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.000061,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,8,Residential Day Night Service,,,,,,,SC8,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.000055,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,12,Residential Service with Time-of-Use Metering,,,,,,,SC12,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.000039,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,5,Outdoor Lighting Service,,,,,,,SC5,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.00012,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,6,General Service,,,,,,,SC6,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.000086,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,9,General Service - Day Night Service,,,,,,,SC9,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.000061,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,2,General Service with Demand Metering,,,,,,,SC2,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.010734,kW,demand,PERIOD,MONTH,1,max,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,3,Primary Service - 25 KW or more,3P,Primary Service with Demand,,,,,SC3,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.007635,kW,demand,PERIOD,MONTH,1,max,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,3,Primary Service - 25 KW or more,3S,Subtransmission Service with Demand,,,,,SC3,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.008415,kW,demand,PERIOD,MONTH,1,max,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-1,Time-of-Use Secondary Service,,,,,SC7,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.008785,kW,demand,PERIOD,MONTH,1,max,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-2,Time-of-Use Primary Service,,,,,SC7,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.007538,kW,demand,PERIOD,MONTH,1,max,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-3,Time-of-Use Subtransmission Service,,,,,SC7,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.002479,kW,demand,PERIOD,MONTH,1,max,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-4,Time-of-Use Transmission Service,,,,,SC7,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.001305,kW,demand,PERIOD,MONTH,1,max,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-1,Residential Regular - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.000061,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-8,Residential Day Night - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.000055,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-12,Residential ToU - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.000039,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-6,General Service Regular - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.000086,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-9,General Service Day Night  - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.000061,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-2,General Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.000595,kW,demand,PERIOD,MONTH,1,max,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-3P,Primary Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.000424,kW,demand,PERIOD,MONTH,1,max,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-3S,Subtransmission Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.000459,kW,demand,PERIOD,MONTH,1,max,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-1,Time-of-Use Secondary Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.000489,kW,demand,PERIOD,MONTH,1,max,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-2,Time-of-Use Primary Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.00043,kW,demand,PERIOD,MONTH,1,max,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-3,Time-of-Use Subtransmission Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.000152,kW,demand,PERIOD,MONTH,1,max,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-4,Time-of-Use Transmission Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,EVMR Surcharge,EVS,Electric Vehicle Statement,4,,1/11/24,2/1/24,,2/1/24,,3569018,120,Electric,NYE,delivery,0.000092,kW,demand,PERIOD,MONTH,1,max,General Information Rule 48,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824339,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AG%2F%20%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,1,Residential Service,,,,,hasRetailAccess,,SC1,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.004025,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,5,Outdoor Lighting Service,,,,,hasRetailAccess,,SC5,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.004025,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,6,General Service,,,,,hasRetailAccess,,SC6,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.004025,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,9,General Service - Day Night Service,,,,,hasRetailAccess,,SC9,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.004025,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,8,Residential Day Night Service,,,,,hasRetailAccess,,SC8,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.003138,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,12,Residential Service with Time-of-Use Metering,,,,,hasRetailAccess,,SC12,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.003138,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,2,General Service with Demand Metering,,,,,hasRetailAccess,,SC2,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.002116,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,3,Primary Service - 25 KW or more,,,,,hasRetailAccess,,SC3,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.002116,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,,,,,hasRetailAccess,,SC7,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.002116,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-1,Residential Regular - Standby,,,hasRetailAccess,STB,SC11,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.004025,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-6,General Service Regular - Standby,,,hasRetailAccess,STB,SC11,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.004025,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
